AnimalID,Date,Temperature,ActivityScore,FeedingTime,MilkYield,AlertStatus,Month,Year,DayOfWeek
COW1953,2024-10-02 18:37:39.811962392,39.09,94,3.74,10.28,Normal,10,2024,Wednesday
COW1013,2024-10-02 22:07:56.735347072,37.94,98,1.74,2.9,Normal,10,2024,Wednesday
COW1225,2024-10-03 01:38:13.658731744,38.79,13,3.04,6.75,Normal,10,2024,Thursday
COW1469,2024-10-03 05:08:30.582116424,38.57,4,1.55,5.49,Normal,10,2024,Thursday
COW1929,2024-10-03 08:38:47.505501104,39.69,82,0.5,0.01,Alert,10,2024,Thursday
COW1348,2024-10-03 12:09:04.428885776,37.67,56,1.83,4.94,Normal,10,2024,Thursday
COW1059,2024-10-03 15:39:21.352270456,38.38,23,3.08,6.94,Normal,10,2024,Thursday
COW0977,2024-10-03 19:09:38.275655128,37.99,97,1.03,1.67,Normal,10,2024,Thursday
COW0482,2024-10-03 22:39:55.199039808,38.54,98,2.27,5.66,Normal,10,2024,Thursday
COW0728,2024-10-04 02:10:12.122424488,38.93,34,1.24,5.29,Normal,10,2024,Friday
COW0480,2024-10-04 05:40:29.045809160,37.98,99,0.76,2.67,Normal,10,2024,Friday
COW1089,2024-10-04 09:10:45.969193840,38.21,17,2.66,5.6,Normal,10,2024,Friday
COW1032,2024-10-04 12:41:02.892578520,39.27,28,3.83,9.77,Normal,10,2024,Friday
COW1325,2024-10-04 16:11:19.815963192,39.59,14,1.59,2.12,Alert,10,2024,Friday
COW0343,2024-10-04 19:41:36.739347872,38.89,34,2.53,4.07,Normal,10,2024,Friday
COW1455,2024-10-04 23:11:53.662732544,38.39,75,3.84,9.77,Normal,10,2024,Friday
COW1448,2024-10-05 02:42:10.586117224,38.31,57,2.78,7.66,Normal,10,2024,Saturday
COW0332,2024-10-05 06:12:27.509501904,38.94,77,2.86,8.71,Normal,10,2024,Saturday
COW0438,2024-10-05 09:42:44.432886576,38.68,97,1.13,3.2,Normal,10,2024,Saturday
COW1612,2024-10-05 13:13:01.356271256,37.18,55,2.22,5.56,Normal,10,2024,Saturday
COW0174,2024-10-05 16:43:18.279655928,38.96,66,1.78,4.11,Normal,10,2024,Saturday
COW0559,2024-10-05 20:13:35.203040608,37.81,98,2.15,5.9,Normal,10,2024,Saturday
COW0527,2024-10-05 23:43:52.126425288,37.37,93,3.3,7.03,Normal,10,2024,Saturday
COW1897,2024-10-06 03:14:09.049809960,37.17,37,2.11,4.6,Normal,10,2024,Sunday
COW0659,2024-10-06 06:44:25.973194640,38.33,68,0.72,0.62,Normal,10,2024,Sunday
COW0026,2024-10-06 10:14:42.896579320,37.69,76,3.67,8.65,Normal,10,2024,Sunday
COW0820,2024-10-06 13:44:59.819963992,36.64,26,2.41,5.3,Normal,10,2024,Sunday
COW0605,2024-10-06 17:15:16.743348672,38.21,61,3.74,8.56,Normal,10,2024,Sunday
COW0406,2024-10-06 20:45:33.666733344,38.11,92,2.5,5.61,Normal,10,2024,Sunday
COW0232,2024-10-07 00:15:50.590118024,38.38,67,0.74,2.06,Normal,10,2024,Monday
COW0533,2024-10-07 03:46:07.513502704,38.0,84,2.44,7.37,Normal,10,2024,Monday
COW1843,2024-10-07 07:16:24.436887376,39.96,74,2.52,6.59,Alert,10,2024,Monday
COW1574,2024-10-07 10:46:41.360272056,38.91,52,1.25,2.55,Normal,10,2024,Monday
COW1812,2024-10-07 14:16:58.283656736,38.1,18,2.15,5.81,Normal,10,2024,Monday
COW0505,2024-10-07 17:47:15.207041408,38.45,53,2.11,5.39,Normal,10,2024,Monday
COW1693,2024-10-07 21:17:32.130426088,39.63,63,2.68,6.87,Alert,10,2024,Monday
COW0179,2024-10-08 00:47:49.053810760,39.27,53,1.41,3.5,Normal,10,2024,Tuesday
COW0132,2024-10-08 04:18:05.977195440,37.38,27,2.54,8.08,Normal,10,2024,Tuesday
COW1847,2024-10-08 07:48:22.900580120,37.72,31,1.34,3.45,Normal,10,2024,Tuesday
COW1479,2024-10-08 11:18:39.823964792,37.87,91,2.06,4.59,Normal,10,2024,Tuesday
COW0348,2024-10-08 14:48:56.747349472,38.15,1,0.93,1.55,Normal,10,2024,Tuesday
COW0540,2024-10-08 18:19:13.670734144,38.02,6,0.63,2.48,Normal,10,2024,Tuesday
COW0772,2024-10-08 21:49:30.594118824,38.53,11,1.62,2.86,Normal,10,2024,Tuesday
COW1430,2024-10-09 01:19:47.517503504,39.09,34,1.46,5.01,Normal,10,2024,Wednesday
COW0076,2024-10-09 04:50:04.440888176,39.22,84,1.92,2.88,Normal,10,2024,Wednesday
COW1965,2024-10-09 08:20:21.364272856,38.24,63,3.87,10.9,Normal,10,2024,Wednesday
COW0579,2024-10-09 11:50:38.287657536,37.19,53,2.33,6.62,Normal,10,2024,Wednesday
COW0854,2024-10-09 15:20:55.211042208,37.67,85,2.44,5.66,Normal,10,2024,Wednesday
COW1516,2024-10-09 18:51:12.134426888,38.08,85,3.8,8.75,Normal,10,2024,Wednesday
COW0194,2024-10-09 22:21:29.057811560,37.5,18,3.72,10.53,Normal,10,2024,Wednesday
COW1186,2024-10-10 01:51:45.981196240,39.41,21,3.59,10.77,Normal,10,2024,Thursday
COW0347,2024-10-10 05:22:02.904580920,37.56,19,0.84,1.49,Normal,10,2024,Thursday
COW0951,2024-10-10 08:52:19.827965592,38.99,4,2.72,7.38,Normal,10,2024,Thursday
COW1385,2024-10-10 12:22:36.751350272,37.15,77,3.33,9.3,Normal,10,2024,Thursday
COW1793,2024-10-10 15:52:53.674734944,39.03,82,3.42,9.15,Normal,10,2024,Thursday
COW1608,2024-10-10 19:23:10.598119624,38.39,29,2.52,6.35,Normal,10,2024,Thursday
COW1111,2024-10-10 22:53:27.521504304,39.71,25,0.56,1.01,Alert,10,2024,Thursday
COW1958,2024-10-11 02:23:44.444888976,37.59,56,3.91,10.05,Normal,10,2024,Friday
COW1286,2024-10-11 05:54:01.368273656,38.05,77,2.15,3.29,Normal,10,2024,Friday
COW0214,2024-10-11 09:24:18.291658336,38.2,63,1.88,6.04,Normal,10,2024,Friday
COW1689,2024-10-11 12:54:35.215043008,38.38,27,1.88,2.99,Normal,10,2024,Friday
COW1746,2024-10-11 16:24:52.138427688,38.22,60,1.98,4.11,Normal,10,2024,Friday
COW1937,2024-10-11 19:55:09.061812360,38.24,83,1.35,3.04,Normal,10,2024,Friday
COW0573,2024-10-11 23:25:25.985197040,38.23,49,1.65,3.13,Normal,10,2024,Friday
COW0780,2024-10-12 02:55:42.908581720,36.84,65,3.95,8.75,Normal,10,2024,Saturday
COW0262,2024-10-12 06:25:59.831966392,39.29,38,1.79,5.88,Normal,10,2024,Saturday
COW0730,2024-10-12 09:56:16.755351072,40.79,83,2.34,7.65,Alert,10,2024,Saturday
COW0283,2024-10-12 13:26:33.678735744,38.74,52,3.47,10.22,Normal,10,2024,Saturday
COW1672,2024-10-12 16:56:50.602120424,37.59,1,2.35,6.71,Normal,10,2024,Saturday
COW1491,2024-10-12 20:27:07.525505104,37.67,40,1.64,6.56,Normal,10,2024,Saturday
COW1404,2024-10-12 23:57:24.448889776,38.99,81,2.33,5.56,Normal,10,2024,Saturday
COW0362,2024-10-13 03:27:41.372274456,38.81,21,0.9,1.89,Normal,10,2024,Sunday
COW1473,2024-10-13 06:57:58.295659136,38.27,86,0.96,2.41,Normal,10,2024,Sunday
COW0441,2024-10-13 10:28:15.219043808,39.1,15,2.93,8.75,Normal,10,2024,Sunday
COW0093,2024-10-13 13:58:32.142428488,36.85,50,3.71,9.86,Normal,10,2024,Sunday
COW1645,2024-10-13 17:28:49.065813160,39.1,48,3.04,9.33,Normal,10,2024,Sunday
COW0753,2024-10-13 20:59:05.989197840,38.69,32,0.76,1.97,Normal,10,2024,Sunday
COW0867,2024-10-14 00:29:22.912582520,37.7,49,1.91,3.28,Normal,10,2024,Monday
COW1448,2024-10-14 03:59:39.835967192,37.35,68,0.51,0.6,Normal,10,2024,Monday
COW0142,2024-10-14 07:29:56.759351872,38.6,45,2.29,6.75,Normal,10,2024,Monday
COW1315,2024-10-14 11:00:13.682736552,39.63,32,1.18,2.46,Alert,10,2024,Monday
COW1456,2024-10-14 14:30:30.606121224,38.32,4,3.54,8.95,Normal,10,2024,Monday
COW0749,2024-10-14 18:00:47.529505904,37.82,65,0.87,2.42,Normal,10,2024,Monday
COW1876,2024-10-14 21:31:04.452890576,38.65,97,0.51,3.08,Normal,10,2024,Monday
COW1848,2024-10-15 01:01:21.376275256,39.96,71,2.08,6.08,Alert,10,2024,Tuesday
COW1713,2024-10-15 04:31:38.299659936,38.85,73,1.04,3.28,Normal,10,2024,Tuesday
COW0653,2024-10-15 08:01:55.223044608,38.93,65,3.08,7.86,Normal,10,2024,Tuesday
COW0701,2024-10-15 11:32:12.146429288,39.48,80,3.72,8.47,Normal,10,2024,Tuesday
COW0998,2024-10-15 15:02:29.069813960,38.88,18,0.65,1.87,Normal,10,2024,Tuesday
COW0049,2024-10-15 18:32:45.993198640,37.88,54,1.88,6.88,Normal,10,2024,Tuesday
COW1326,2024-10-15 22:03:02.916583320,37.1,47,3.99,10.49,Normal,10,2024,Tuesday
COW0881,2024-10-16 01:33:19.839967992,37.76,6,3.06,7.1,Normal,10,2024,Wednesday
COW1214,2024-10-16 05:03:36.763352672,37.62,66,3.84,9.18,Normal,10,2024,Wednesday
COW1160,2024-10-16 08:33:53.686737352,39.03,9,1.07,4.09,Normal,10,2024,Wednesday
COW0555,2024-10-16 12:04:10.610122024,39.14,68,1.27,2.64,Normal,10,2024,Wednesday
COW0404,2024-10-16 15:34:27.533506704,38.64,23,1.04,2.4,Normal,10,2024,Wednesday
COW0892,2024-10-16 19:04:44.456891376,37.49,43,1.56,2.76,Normal,10,2024,Wednesday
COW0865,2024-10-16 22:35:01.380276056,39.93,51,3.04,7.32,Alert,10,2024,Wednesday
COW0602,2024-10-17 02:05:18.303660736,38.17,72,1.08,3.17,Normal,10,2024,Thursday
COW1831,2024-10-17 05:35:35.227045408,38.98,25,2.33,5.53,Normal,10,2024,Thursday
COW0341,2024-10-17 09:05:52.150430088,38.54,80,1.44,3.62,Normal,10,2024,Thursday
COW1781,2024-10-17 12:36:09.073814760,38.67,35,3.4,7.35,Normal,10,2024,Thursday
COW1969,2024-10-17 16:06:25.997199440,38.95,17,0.52,0.74,Normal,10,2024,Thursday
COW0704,2024-10-17 19:36:42.920584120,37.94,18,1.28,5.33,Normal,10,2024,Thursday
COW0318,2024-10-17 23:06:59.843968792,39.54,27,2.62,6.42,Alert,10,2024,Thursday
COW0618,2024-10-18 02:37:16.767353472,37.24,15,0.84,2.46,Normal,10,2024,Friday
COW1387,2024-10-18 06:07:33.690738152,37.67,81,2.13,4.52,Normal,10,2024,Friday
COW1846,2024-10-18 09:37:50.614122824,39.53,69,2.03,5.13,Alert,10,2024,Friday
COW0382,2024-10-18 13:08:07.537507504,38.97,80,3.48,8.43,Normal,10,2024,Friday
COW0233,2024-10-18 16:38:24.460892176,40.53,15,2.69,7.83,Alert,10,2024,Friday
COW1801,2024-10-18 20:08:41.384276856,38.55,42,2.74,7.9,Normal,10,2024,Friday
COW1368,2024-10-18 23:38:58.307661536,39.86,34,3.83,10.73,Alert,10,2024,Friday
COW1573,2024-10-19 03:09:15.231046208,37.01,48,3.94,9.93,Normal,10,2024,Saturday
COW0817,2024-10-19 06:39:32.154430888,37.37,83,2.79,9.01,Normal,10,2024,Saturday
COW0553,2024-10-19 10:09:49.077815560,39.22,8,2.33,6.63,Normal,10,2024,Saturday
COW1553,2024-10-19 13:40:06.001200240,37.11,10,2.63,5.15,Normal,10,2024,Saturday
COW0856,2024-10-19 17:10:22.924584920,38.34,5,1.84,6.14,Normal,10,2024,Saturday
COW1813,2024-10-19 20:40:39.847969592,39.43,48,3.96,9.89,Normal,10,2024,Saturday
COW0819,2024-10-20 00:10:56.771354272,38.9,26,2.97,8.56,Normal,10,2024,Sunday
COW1595,2024-10-20 03:41:13.694738952,38.51,86,1.52,2.75,Normal,10,2024,Sunday
COW1959,2024-10-20 07:11:30.618123624,38.14,23,0.7,1.68,Normal,10,2024,Sunday
COW0183,2024-10-20 10:41:47.541508304,38.66,62,0.66,2.4,Normal,10,2024,Sunday
COW1065,2024-10-20 14:12:04.464892976,38.96,13,1.22,3.29,Normal,10,2024,Sunday
COW1575,2024-10-20 17:42:21.388277656,37.97,9,1.32,3.15,Normal,10,2024,Sunday
COW0397,2024-10-20 21:12:38.311662336,38.8,20,1.95,2.42,Normal,10,2024,Sunday
COW1728,2024-10-21 00:42:55.235047008,39.36,92,1.25,2.39,Normal,10,2024,Monday
COW0779,2024-10-21 04:13:12.158431688,38.32,57,2.71,5.8,Normal,10,2024,Monday
COW1518,2024-10-21 07:43:29.081816360,38.55,24,1.24,1.24,Normal,10,2024,Monday
COW1683,2024-10-21 11:13:46.005201040,38.89,33,1.16,2.19,Normal,10,2024,Monday
COW0907,2024-10-21 14:44:02.928585720,38.94,20,2.15,7.23,Normal,10,2024,Monday
COW1357,2024-10-21 18:14:19.851970392,39.2,60,3.61,10.18,Normal,10,2024,Monday
COW0127,2024-10-21 21:44:36.775355072,37.69,48,2.14,4.51,Normal,10,2024,Monday
COW1582,2024-10-22 01:14:53.698739752,38.08,64,1.95,4.29,Normal,10,2024,Tuesday
COW1581,2024-10-22 04:45:10.622124424,38.11,30,2.52,5.71,Normal,10,2024,Tuesday
COW0001,2024-10-22 08:15:27.545509104,37.78,73,1.4,4.26,Normal,10,2024,Tuesday
COW1192,2024-10-22 11:45:44.468893776,37.06,17,1.74,4.75,Normal,10,2024,Tuesday
COW1644,2024-10-22 15:16:01.392278456,35.9,14,1.25,2.41,Normal,10,2024,Tuesday
COW0019,2024-10-22 18:46:18.315663136,39.46,19,2.5,5.65,Normal,10,2024,Tuesday
COW1356,2024-10-22 22:16:35.239047808,37.26,71,2.94,8.43,Normal,10,2024,Tuesday
COW0584,2024-10-23 01:46:52.162432488,39.75,59,2.86,8.67,Alert,10,2024,Wednesday
COW0456,2024-10-23 05:17:09.085817168,39.09,67,1.39,2.58,Normal,10,2024,Wednesday
COW0957,2024-10-23 08:47:26.009201840,38.18,97,3.23,7.96,Normal,10,2024,Wednesday
COW1133,2024-10-23 12:17:42.932586520,38.99,44,1.4,3.63,Normal,10,2024,Wednesday
COW1292,2024-10-23 15:47:59.855971192,38.84,32,1.03,2.39,Normal,10,2024,Wednesday
COW0445,2024-10-23 19:18:16.779355872,37.62,11,1.72,5.43,Normal,10,2024,Wednesday
COW1264,2024-10-23 22:48:33.702740552,38.49,2,2.59,6.32,Normal,10,2024,Wednesday
COW1953,2024-10-24 02:18:50.626125224,37.72,90,1.0,4.41,Normal,10,2024,Thursday
COW1325,2024-10-24 05:49:07.549509904,39.02,68,2.77,8.13,Normal,10,2024,Thursday
COW0602,2024-10-24 09:19:24.472894576,37.93,17,3.52,8.11,Normal,10,2024,Thursday
COW0103,2024-10-24 12:49:41.396279256,38.42,81,1.53,3.89,Normal,10,2024,Thursday
COW0988,2024-10-24 16:19:58.319663936,38.39,92,2.08,4.22,Normal,10,2024,Thursday
COW1274,2024-10-24 19:50:15.243048608,38.6,94,1.3,2.86,Normal,10,2024,Thursday
COW1477,2024-10-24 23:20:32.166433288,39.83,40,1.76,5.27,Alert,10,2024,Thursday
COW0520,2024-10-25 02:50:49.089817968,38.31,87,0.58,1.7,Normal,10,2024,Friday
COW1177,2024-10-25 06:21:06.013202640,39.47,46,3.84,11.71,Normal,10,2024,Friday
COW0859,2024-10-25 09:51:22.936587320,38.88,88,1.96,3.68,Normal,10,2024,Friday
COW0174,2024-10-25 13:21:39.859971992,39.63,93,3.26,8.12,Alert,10,2024,Friday
COW1367,2024-10-25 16:51:56.783356672,38.23,4,1.0,1.99,Normal,10,2024,Friday
COW1694,2024-10-25 20:22:13.706741352,39.06,38,3.34,8.03,Normal,10,2024,Friday
COW1005,2024-10-25 23:52:30.630126024,38.45,63,3.51,8.82,Normal,10,2024,Friday
COW0431,2024-10-26 03:22:47.553510704,36.11,29,3.0,6.82,Normal,10,2024,Saturday
COW0727,2024-10-26 06:53:04.476895376,37.63,19,3.66,10.11,Normal,10,2024,Saturday
COW1713,2024-10-26 10:23:21.400280056,38.97,91,1.09,4.48,Normal,10,2024,Saturday
COW1711,2024-10-26 13:53:38.323664736,38.91,29,2.17,3.09,Normal,10,2024,Saturday
COW1876,2024-10-26 17:23:55.247049408,37.46,35,2.67,8.07,Normal,10,2024,Saturday
COW0850,2024-10-26 20:54:12.170434088,38.68,70,2.59,8.99,Normal,10,2024,Saturday
COW1682,2024-10-27 00:24:29.093818768,38.9,23,3.51,8.96,Normal,10,2024,Sunday
COW1986,2024-10-27 03:54:46.017203440,38.47,46,1.25,2.51,Normal,10,2024,Sunday
COW1348,2024-10-27 07:25:02.940588120,39.08,44,1.11,2.2,Normal,10,2024,Sunday
COW0990,2024-10-27 10:55:19.863972792,38.97,48,1.39,3.17,Normal,10,2024,Sunday
COW1697,2024-10-27 14:25:36.787357472,38.47,52,3.62,9.48,Normal,10,2024,Sunday
COW0639,2024-10-27 17:55:53.710742152,38.09,8,3.79,9.05,Normal,10,2024,Sunday
COW0420,2024-10-27 21:26:10.634126824,39.33,55,2.49,6.15,Normal,10,2024,Sunday
COW0594,2024-10-28 00:56:27.557511504,38.87,66,2.25,4.67,Normal,10,2024,Monday
COW0485,2024-10-28 04:26:44.480896176,37.39,77,2.62,6.09,Normal,10,2024,Monday
COW1683,2024-10-28 07:57:01.404280856,38.68,40,2.66,6.24,Normal,10,2024,Monday
COW1775,2024-10-28 11:27:18.327665536,37.58,85,1.1,2.71,Normal,10,2024,Monday
COW0412,2024-10-28 14:57:35.251050208,37.73,31,2.9,5.79,Normal,10,2024,Monday
COW0936,2024-10-28 18:27:52.174434888,37.98,48,2.08,4.87,Normal,10,2024,Monday
COW1108,2024-10-28 21:58:09.097819568,38.54,61,2.31,5.56,Normal,10,2024,Monday
COW1137,2024-10-29 01:28:26.021204240,38.8,52,0.61,1.71,Normal,10,2024,Tuesday
COW1761,2024-10-29 04:58:42.944588920,38.17,38,3.18,9.35,Normal,10,2024,Tuesday
COW0332,2024-10-29 08:28:59.867973592,38.21,91,3.42,8.45,Normal,10,2024,Tuesday
COW1402,2024-10-29 11:59:16.791358272,38.1,36,2.67,5.46,Normal,10,2024,Tuesday
COW1779,2024-10-29 15:29:33.714742952,39.34,87,3.12,7.93,Normal,10,2024,Tuesday
COW0655,2024-10-29 18:59:50.638127624,36.22,55,2.33,5.12,Normal,10,2024,Tuesday
COW0041,2024-10-29 22:30:07.561512304,38.25,85,2.66,5.92,Normal,10,2024,Tuesday
COW1959,2024-10-30 02:00:24.484896984,39.74,13,1.88,4.4,Alert,10,2024,Wednesday
COW1794,2024-10-30 05:30:41.408281656,38.91,37,3.27,7.66,Normal,10,2024,Wednesday
COW0959,2024-10-30 09:00:58.331666336,39.51,47,2.14,4.28,Alert,10,2024,Wednesday
COW1821,2024-10-30 12:31:15.255051008,36.87,90,2.88,6.71,Normal,10,2024,Wednesday
COW0105,2024-10-30 16:01:32.178435688,37.51,71,2.68,7.16,Normal,10,2024,Wednesday
COW0202,2024-10-30 19:31:49.101820368,38.91,22,2.96,7.44,Normal,10,2024,Wednesday
COW0450,2024-10-30 23:02:06.025205040,39.74,39,3.25,7.13,Alert,10,2024,Wednesday
COW1843,2024-10-31 02:32:22.948589720,37.59,87,2.29,4.86,Normal,10,2024,Thursday
COW1867,2024-10-31 06:02:39.871974392,38.19,58,3.35,8.5,Normal,10,2024,Thursday
COW1997,2024-10-31 09:32:56.795359072,38.82,30,2.24,4.61,Normal,10,2024,Thursday
COW1290,2024-10-31 13:03:13.718743752,37.34,18,3.85,8.73,Normal,10,2024,Thursday
COW0910,2024-10-31 16:33:30.642128424,38.92,18,3.13,7.25,Normal,10,2024,Thursday
COW0210,2024-10-31 20:03:47.565513104,36.36,74,1.1,1.78,Normal,10,2024,Thursday
COW0563,2024-10-31 23:34:04.488897784,38.89,39,3.4,8.6,Normal,10,2024,Thursday
COW1142,2024-11-01 03:04:21.412282456,37.7,94,2.43,5.77,Normal,11,2024,Friday
COW0713,2024-11-01 06:34:38.335667136,38.14,26,3.95,11.28,Normal,11,2024,Friday
COW1401,2024-11-01 10:04:55.259051808,39.02,71,3.02,6.39,Normal,11,2024,Friday
COW1575,2024-11-01 13:35:12.182436488,38.86,7,0.8,3.15,Normal,11,2024,Friday
COW1564,2024-11-01 17:05:29.105821168,38.49,69,1.88,4.94,Normal,11,2024,Friday
COW0771,2024-11-01 20:35:46.029205840,39.28,65,2.31,7.27,Normal,11,2024,Friday
COW1108,2024-11-02 00:06:02.952590520,37.14,46,3.44,9.96,Normal,11,2024,Saturday
COW0454,2024-11-02 03:36:19.875975192,38.66,18,3.05,7.2,Normal,11,2024,Saturday
COW0667,2024-11-02 07:06:36.799359872,37.87,13,1.79,3.07,Normal,11,2024,Saturday
COW0629,2024-11-02 10:36:53.722744552,39.23,25,2.79,6.83,Normal,11,2024,Saturday
COW1538,2024-11-02 14:07:10.646129224,39.05,8,2.52,4.32,Normal,11,2024,Saturday
COW1629,2024-11-02 17:37:27.569513904,39.08,74,0.94,3.01,Normal,11,2024,Saturday
COW1702,2024-11-02 21:07:44.492898584,39.82,32,1.32,3.45,Alert,11,2024,Saturday
COW0387,2024-11-03 00:38:01.416283256,39.4,17,1.69,3.63,Normal,11,2024,Sunday
COW1936,2024-11-03 04:08:18.339667936,38.37,79,1.18,2.5,Normal,11,2024,Sunday
COW1374,2024-11-03 07:38:35.263052608,38.5,79,1.03,1.55,Normal,11,2024,Sunday
COW0296,2024-11-03 11:08:52.186437288,38.98,48,0.7,1.72,Normal,11,2024,Sunday
COW0258,2024-11-03 14:39:09.109821968,38.61,63,3.56,7.91,Normal,11,2024,Sunday
COW1105,2024-11-03 18:09:26.033206640,39.06,40,1.51,3.74,Normal,11,2024,Sunday
COW1961,2024-11-03 21:39:42.956591320,36.72,84,1.52,4.15,Normal,11,2024,Sunday
COW0268,2024-11-04 01:09:59.879975992,40.0,15,1.22,3.7,Alert,11,2024,Monday
COW0419,2024-11-04 04:40:16.803360672,38.55,99,2.16,5.85,Normal,11,2024,Monday
COW0235,2024-11-04 08:10:33.726745352,37.2,6,2.3,5.45,Normal,11,2024,Monday
COW1857,2024-11-04 11:40:50.650130024,37.77,94,1.23,3.52,Normal,11,2024,Monday
COW1335,2024-11-04 15:11:07.573514704,36.8,63,2.63,6.71,Normal,11,2024,Monday
COW1837,2024-11-04 18:41:24.496899384,37.63,8,3.03,7.7,Normal,11,2024,Monday
COW1999,2024-11-04 22:11:41.420284056,38.39,95,1.81,3.5,Normal,11,2024,Monday
COW0986,2024-11-05 01:41:58.343668736,39.71,32,2.55,5.13,Alert,11,2024,Tuesday
COW1381,2024-11-05 05:12:15.267053408,38.83,45,2.26,5.91,Normal,11,2024,Tuesday
COW1237,2024-11-05 08:42:32.190438088,38.69,52,1.18,3.44,Normal,11,2024,Tuesday
COW0574,2024-11-05 12:12:49.113822768,37.59,79,3.06,7.03,Normal,11,2024,Tuesday
COW0049,2024-11-05 15:43:06.037207440,37.84,82,3.31,9.45,Normal,11,2024,Tuesday
COW1151,2024-11-05 19:13:22.960592120,37.9,13,2.77,9.14,Normal,11,2024,Tuesday
COW0223,2024-11-05 22:43:39.883976800,37.94,24,1.63,5.83,Normal,11,2024,Tuesday
COW0921,2024-11-06 02:13:56.807361472,38.22,40,3.74,9.08,Normal,11,2024,Wednesday
COW1303,2024-11-06 05:44:13.730746152,38.28,14,2.09,4.79,Normal,11,2024,Wednesday
COW1432,2024-11-06 09:14:30.654130824,38.23,92,1.43,4.36,Normal,11,2024,Wednesday
COW1529,2024-11-06 12:44:47.577515504,37.96,75,1.93,5.5,Normal,11,2024,Wednesday
COW1318,2024-11-06 16:15:04.500900184,38.61,70,2.92,6.19,Normal,11,2024,Wednesday
COW1820,2024-11-06 19:45:21.424284856,38.25,62,3.46,8.41,Normal,11,2024,Wednesday
COW0277,2024-11-06 23:15:38.347669536,37.22,89,1.75,5.04,Normal,11,2024,Wednesday
COW1462,2024-11-07 02:45:55.271054208,38.53,61,1.31,2.38,Normal,11,2024,Thursday
COW1131,2024-11-07 06:16:12.194438888,38.41,1,2.69,5.98,Normal,11,2024,Thursday
COW1682,2024-11-07 09:46:29.117823568,37.24,89,3.72,8.71,Normal,11,2024,Thursday
COW0420,2024-11-07 13:16:46.041208240,38.03,66,1.14,2.45,Normal,11,2024,Thursday
COW0611,2024-11-07 16:47:02.964592920,38.98,32,3.31,6.71,Normal,11,2024,Thursday
COW1453,2024-11-07 20:17:19.887977600,37.59,13,2.17,6.12,Normal,11,2024,Thursday
COW0375,2024-11-07 23:47:36.811362272,37.51,33,3.3,7.52,Normal,11,2024,Thursday
COW0073,2024-11-08 03:17:53.734746952,38.24,32,2.27,5.88,Normal,11,2024,Friday
COW1973,2024-11-08 06:48:10.658131624,39.0,56,1.82,4.65,Normal,11,2024,Friday
COW1658,2024-11-08 10:18:27.581516304,39.95,24,2.94,6.34,Alert,11,2024,Friday
COW1054,2024-11-08 13:48:44.504900984,39.03,91,3.65,7.36,Normal,11,2024,Friday
COW1212,2024-11-08 17:19:01.428285656,39.37,4,1.62,4.14,Normal,11,2024,Friday
COW1388,2024-11-08 20:49:18.351670336,38.78,88,2.11,4.84,Normal,11,2024,Friday
COW1890,2024-11-09 00:19:35.275055008,37.95,23,1.3,3.71,Normal,11,2024,Saturday
COW1824,2024-11-09 03:49:52.198439688,39.02,29,1.14,3.66,Normal,11,2024,Saturday
COW1475,2024-11-09 07:20:09.121824368,38.43,98,3.22,6.01,Normal,11,2024,Saturday
COW0195,2024-11-09 10:50:26.045209040,38.8,21,1.2,2.77,Normal,11,2024,Saturday
COW1180,2024-11-09 14:20:42.968593720,37.74,30,3.28,9.24,Normal,11,2024,Saturday
COW1196,2024-11-09 17:50:59.891978400,38.87,90,2.0,6.44,Normal,11,2024,Saturday
COW0847,2024-11-09 21:21:16.815363072,38.4,20,3.98,8.12,Normal,11,2024,Saturday
COW1065,2024-11-10 00:51:33.738747752,38.69,16,1.19,4.13,Normal,11,2024,Sunday
COW1087,2024-11-10 04:21:50.662132424,38.43,67,0.83,1.07,Normal,11,2024,Sunday
COW0023,2024-11-10 07:52:07.585517104,38.28,49,0.76,2.61,Normal,11,2024,Sunday
COW0360,2024-11-10 11:22:24.508901784,38.89,58,3.42,8.0,Normal,11,2024,Sunday
COW1099,2024-11-10 14:52:41.432286456,38.18,44,2.03,5.82,Normal,11,2024,Sunday
COW0560,2024-11-10 18:22:58.355671136,37.23,25,0.51,0.91,Normal,11,2024,Sunday
COW0672,2024-11-10 21:53:15.279055808,37.0,23,3.56,7.46,Normal,11,2024,Sunday
COW1849,2024-11-11 01:23:32.202440488,38.65,59,3.57,8.34,Normal,11,2024,Monday
COW1142,2024-11-11 04:53:49.125825168,38.14,1,3.32,8.84,Normal,11,2024,Monday
COW1636,2024-11-11 08:24:06.049209840,37.12,97,1.37,3.0,Normal,11,2024,Monday
COW1404,2024-11-11 11:54:22.972594520,38.59,15,1.8,3.43,Normal,11,2024,Monday
COW1953,2024-11-11 15:24:39.895979200,38.42,81,3.11,6.5,Normal,11,2024,Monday
COW1944,2024-11-11 18:54:56.819363872,38.1,98,2.21,4.72,Normal,11,2024,Monday
COW0679,2024-11-11 22:25:13.742748552,38.7,81,1.04,1.78,Normal,11,2024,Monday
COW1314,2024-11-12 01:55:30.666133224,39.55,52,1.35,3.95,Alert,11,2024,Tuesday
COW0440,2024-11-12 05:25:47.589517904,39.53,58,3.9,9.35,Alert,11,2024,Tuesday
COW1692,2024-11-12 08:56:04.512902584,38.62,41,1.03,2.28,Normal,11,2024,Tuesday
